hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
361,1,f,f,"Being prepared brings good fortune.
If there are secret designs, it is disquieting.","The power of inner truth relies on inner stability and readiness, shaping our outlook on the external world. However, forming secretive connections undermines our inner freedom. The more we depend on others for support, the more we worry about the strength of these hidden bonds. Consequently, we forfeit inner peace and the strength of our inner truth.",2023-06-18 01:04:46.249699+00,2023-06-18 01:04:46.249709+00,,61
362,2,f,f,"A crane calling in the shade.
Its young answers it.
I have a good goblet.
I will share it with you.","Influence occurs when one's inner being connects with like-minded individuals. It doesn't require a visible presence; even hidden, its call is heard by those who resonate. In joyful moments, companions appear to share a drink, echoing the spiritual attraction. When feelings and actions are genuine and sincere, a profound influence is exerted. Initially, it affects those open to it, but it spreads wider. True influence stems from one's inner self, expressed authentically in words and deeds. Its impact reflects what emanates from the heart. Intentionally seeking influence hinders its realization.",2023-06-18 01:05:22.317646+00,2023-06-18 01:05:22.317658+00,,61
363,3,t,f,"He finds a comrade.
Now he beats the drum, now he stops.
Now he sobs, now he sings.","The strength of an individual is not found within themselves but in their connections with others. Even when close to others, if their well-being relies on them, they will experience fluctuating emotions. They may go from extreme happiness to deep sadness. This is the fate of those who depend on a harmonious relationship with their loved ones. This is simply a statement of how things are. Whether this condition is seen as a burden or as the ultimate bliss of love depends on the person's own perspective.",2023-06-18 01:06:34.428257+00,2023-06-18 01:06:34.428268+00,,61
364,4,t,f,"The moon nearly at the full.
The team horse goes astray.
No blame.","To tap into inner truth, one should seek guidance from a superior for enlightenment, akin to the moon receiving light from the sun. This requires humility, like the partially full moon. When the moon is full and opposite the sun, it starts to wane. Similarly, we should renounce divisions among people and avoid distractions. By staying focused and not comparing oneself to others, inner freedom is maintained, aiding progress.",2023-06-18 01:07:21.70189+00,2023-06-18 01:07:21.701902+00,,61
365,5,f,t,"He possesses truth, which links together.
No blame.","The ideal ruler is someone who can bring people together through the force of their personality. They must possess such strength of character that they can influence all who are under their authority. The ruler's power of suggestion is crucial in creating a strong and united following. Without this central force, any external unity is merely an illusion and will crumble when it matters most.",2023-06-18 01:08:03.868484+00,2023-06-18 01:08:03.868496+00,,61
366,6,f,f,"Cockcrow penetrating to heaven.
Perseverance brings misfortune.","The rooster is reliable, crowing at dawn, yet it lacks the ability to ascend to the heavens. It merely crows. People may rely on mere words to inspire faith, which can occasionally work. However, if this approach is continually employed, it will lead to negative outcomes.",2023-06-18 01:08:39.977822+00,2023-06-18 01:08:39.977835+00,,61
367,1,f,f,The bird meets with misfortune through flying.,"It's advisable for a bird to stay in the nest until it can fly, as premature attempts can lead to trouble. Extreme actions should be taken as a last resort. Initially, it's wise to tolerate conventional methods until necessary, or else we waste our efforts without accomplishing anything.",2023-06-18 01:09:16.022755+00,2023-06-18 01:09:16.022768+00,,62
368,2,t,t,"She passes by her ancestor
And meets her ancestress.
He does not reach his prince
And meets the official.
No blame.","Two exceptional situations are depicted. In a temple where generations alternate, the grandson is closely connected to his grandfather. During a sacrifice, the grandson's wife approaches the ancestress instead of the ancestor, showing her modesty and acknowledging their shared gender. This deviation from the norm is not seen as an error. Similarly, an official who fails to meet the prince as required by protocol doesn't push for it but dutifully joins other officials, exhibiting extraordinary restraint in exceptional circumstances. In this case, the appointment is made by the minister, deviating from the usual rule.",2023-06-18 01:11:02.94288+00,2023-06-18 01:11:02.942895+00,,62
369,3,f,f,"If one is not extremely careful,
Somebody may come up from behind and strike him.
Misfortune.","In certain situations, exercising caution is crucial. However, there are individuals who, confident in their righteousness, overlook the need to be vigilant, considering it beneath them. They proceed proudly and without worry, but this overconfidence deceives them. They fail to anticipate lurking dangers. Yet, these perils can be avoided if they recognize the importance of paying close attention to minor and seemingly insignificant details during such times.",2023-06-18 01:11:53.686519+00,2023-06-18 01:11:53.686531+00,,62
370,4,f,f,"No blame. He meets him without passing by.
Going brings danger. One must be on guard.
Do not act. Be constantly persevering.","In this situation, it is crucial to exercise caution and avoid taking independent action. Yielding position and maintaining a careful approach is essential to prevent mistakes. It is important to persevere inwardly without acting impulsively, remaining vigilant and focused on the desired outcome.",2023-06-18 01:12:27.150454+00,2023-06-18 01:12:27.150463+00,,62
371,5,t,t,"Dense clouds,
No rain from our western territory.
The prince shoots and hits him who is in the cave.","In exceptional times, a born ruler may emerge, yet alone they cannot bring blessings to the people. To accomplish their task, they must seek humble helpers who have withdrawn from the limelight. The focus should be on their genuine achievements, not their fame or grand titles. Through this modest search, the right individuals can be found, enabling the ruler to overcome challenges and fulfill their exceptional mission.",2023-06-18 01:13:21.081969+00,2023-06-18 01:13:21.081981+00,,62
